V2_Gene	baseMean	DESeq_log2FC	lfcSE	pvalue	adj_pvalue	IHW_pvalue	LBS6R1.1	LBS6R1.2	LBS6R1.3	LBS6R1.4	LBS4.4	LBS4.5	LBS4.6	LBS4.7	LBS6R1_Mean	LBS4_Mean	log2FC
H2scaf9-aug22794	6.497282548	1.980302017	0.409243374	1.31e-06	1.37e-05	1.24e-06	1.008016275	0.992812333	0	1.118635001	14.58180089	8.064493203	12.87051403	13.34198864	0.779865902	12.21469919	3.969248451
H2scaf62-aug14327	6.325153279	1.955657773	0.409567663	1.8e-06	2.4e-05	2.29e-06	1.008016275	0.992812333	0	1.118635001	10.41557207	10.7526576	10.11254674	16.20098621	0.779865902	11.87044066	3.928003607
H2scaf69-aug15391	11.80581474	1.732958817	0.371809777	3.15e-06	2.96e-05	2.9e-06	4.032065101	3.971249334	1.001460121	5.593175003	22.91425855	20.60926041	22.98306077	13.34198864	3.64948739	19.96214209	2.4515008
H2scaf16-aug1614	6.540617465	1.842970306	0.408618153	6.48e-06	5.87e-05	6.13e-06	0	0	2.002920243	2.237270001	9.37401486	14.33687681	11.03186917	13.34198864	1.060047561	12.02118737	3.503378502
H2scaf59-aug14227	6.763542434	1.831745036	0.410335614	8.04e-06	7.14e-05	7.61e-06	0	0.992812333	3.004380364	0	17.70647251	8.064493203	11.9511916	12.38898945	0.999298174	12.52778669	3.648072524
H2scaf298-aug23769	6.119017018	1.802823802	0.408505148	1.02e-05	8.85e-05	9.64e-06	0	1.985624667	1.001460121	1.118635001	12.49868648	8.960548003	11.9511916	11.43599027	1.026429947	11.21160409	3.449285631
H2scaf38-aug12983	10.71011005	1.680265653	0.378523132	9.04e-06	0.000103864	1.15e-05	3.024048826	2.978437	6.008760728	1.118635001	12.49868648	19.71320561	17.46712619	22.87198053	3.282470389	18.1377497	2.466141574
H2scaf3-aug4121	10.71960774	1.675462924	0.378397027	9.52e-06	0.000108913	1.21e-05	1.008016275	6.949686334	3.004380364	2.237270001	20.83114413	15.23293161	18.38644862	18.10698459	3.299838244	18.13937724	2.458657715
H2scaf12-aug798	10.42435434	1.677648386	0.38555748	1.35e-05	0.000114108	1.28e-05	3.024048826	3.971249334	3.004380364	2.237270001	13.54024369	9.856602803	22.98306077	24.77797891	3.059237131	17.78947154	2.53977981
H2scaf41-aug12290	8.198664406	1.618137588	0.394769242	4.15e-05	0.000266952	3.36e-05	2.016032551	2.978437	0	4.474540003	14.58180089	11.6487124	16.54780376	13.34198864	2.367252388	14.03007642	2.567237433
H2scaf100-aug19322	6.829573589	1.633917244	0.399431426	4.3e-05	0.000276026	3.49e-05	2.016032551	1.985624667	2.002920243	1.118635001	11.45712927	11.6487124	10.11254674	14.29498783	1.780803115	11.87834406	2.7377338
H2scaf126-aug21376	10.08956016	1.556541843	0.387575285	5.92e-05	0.00036726	4.8e-05	4.032065101	5.956874	3.004380364	0	11.45712927	16.12898641	22.98306077	17.1539854	3.248329866	16.93079046	2.381879281
H2scaf12-aug1246	5.181658983	1.751151408	0.41469333	2.41e-05	0.000708001	0.000101187	0	0.992812333	1.001460121	0	15.6233581	11.6487124	5.515934586	6.670994322	0.498568114	9.864749853	4.306419946
H2scaf141-aug21805	6.216646277	1.528127783	0.409251176	0.000188492	0.001126661	0.000173781	3.024048826	1.985624667	0	1.118635001	10.41557207	8.064493203	16.54780376	8.576992699	1.532077123	10.90121543	2.830928169
H2scaf12-aug1247	7.826513685	1.505495041	0.402427288	0.000183263	0.00145781	0.000233874	1.008016275	1.985624667	5.007300607	1.118635001	15.6233581	15.23293161	6.435257017	16.20098621	2.279894137	13.37313323	2.552298776
H2scaf21-aug9079	5.773448023	1.645056823	0.412627508	6.7e-05	0.001670688	0.00027404	0	2.978437	0	1.118635001	11.45712927	8.064493203	8.273901879	14.29498783	1.024268	10.52262805	3.360829914
H2scaf12-aug1014	7.124475519	1.466548258	0.397425174	0.000224145	0.00173315	0.000286045	2.016032551	1.985624667	4.005840485	1.118635001	14.58180089	10.7526576	9.19322431	13.34198864	2.281533176	11.96741786	2.391036367
H2scaf69-aug15404	9.469301262	1.470597648	0.405745531	0.000289596	0.002159905	0.000369139	5.040081377	3.971249334	2.002920243	0	7.290900447	9.856602803	27.57967293	20.01298296	2.753562738	16.18503979	2.555289527
H2scaf35-aug19689	7.248915535	1.329113466	0.409930257	0.001185726	0.005487947	0.001093182	1.008016275	0	1.001460121	2.237270001	23.95581575	0	19.30577105	10.48299108	1.061686599	13.43614447	3.66168935
H2scaf64-aug14969	6.685853136	1.27466269	0.412265409	0.001989135	0.008740229	0.001881903	1.008016275	1.985624667	1.001460121	4.474540003	22.91425855	6.272383602	10.11254674	5.717995133	2.117410266	11.25429601	2.410103078
H2scaf35-aug19672	5.162673904	1.433691815	0.411947196	0.000500889	0.009498187	0.002076126	1.008016275	0	1.001460121	3.355905002	8.332457653	10.7526576	8.273901879	8.576992699	1.34134535	8.984002459	2.743677594
H2scaf62-aug14375	4.862162043	1.428145781	0.414528045	0.000570567	0.010580424	0.002364932	0	0	3.004380364	1.118635001	5.207786033	9.856602803	8.273901879	11.43599027	1.030753841	8.693570245	3.076248942
H2scaf14-aug255	40.08987534	1.080432941	0.394931324	0.00622385	0.017990666	0.004440582	10.08016275	3.971249334	2.002920243	7.830445004	12.49868648	135.3042748	146.1722665	2.858997566	5.971194333	74.20855636	3.635494114
H2scaf3-aug4310	4.694535229	1.284114028	0.411192466	0.00179077	0.027505379	0.00742253	1.008016275	0	1.001460121	1.118635001	17.70647251	6.272383602	0.919322431	9.529991888	0.782027849	8.607042609	3.46022572
H2scaf3-aug4309	5.786489766	1.265132654	0.414644715	0.00227986	0.032996667	0.009328465	0	0	3.004380364	3.355905002	18.74802972	6.272383602	9.19322431	5.717995133	1.590071341	9.982908191	2.650368662
H2scaf45-aug14459	3.940468055	1.243422747	0.414755512	0.002717884	0.03840571	0.011252109	0	1.985624667	1.001460121	1.118635001	7.290900447	8.960548003	7.354579448	3.811996755	1.026429947	6.854506163	2.739417562
H2scaf7-aug2211	2.498229733	1.210683579	0.403926987	0.002723975	0.038506606	0.011290556	0	0	1.001460121	0	4.166228827	3.584219201	5.515934586	5.717995133	0.25036503	4.746094437	4.244635834
H2scaf48-aug11599	5.014880898	1.227273288	0.413876939	0.003023784	0.041958812	0.012533227	0	2.978437	1.001460121	2.237270001	6.24934324	6.272383602	14.7091589	6.670994322	1.554291781	8.475470015	2.447036016
H2scaf6-aug3461	5.230632261	1.265826559	0.413733528	0.00221691	0.04843038	0.014924523	2.016032551	0	3.004380364	1.118635001	14.58180089	9.856602803	4.596612155	6.670994322	1.534761979	8.926502543	2.540080099
H2scaf169-aug23090	4.610781764	1.181151611	0.413344165	0.004269254	0.05543805	0.017695553	2.016032551	0	3.004380364	1.118635001	10.41557207	6.272383602	6.435257017	7.62399351	1.534761979	7.686801549	2.324368493
H2scaf4-aug16106	2.752716521	1.132441275	0.40850159	0.005568168	0.068793686	0.023079398	0	0	1.001460121	1.118635001	5.207786033	4.480274002	7.354579448	2.858997566	0.53002378	4.975409262	3.230686207
H2scaf16-aug1537	4.082227495	1.132717088	0.414752437	0.006312945	0.075807692	0.026135757	1.008016275	2.978437	0	1.118635001	7.290900447	8.960548003	3.677289724	7.62399351	1.276272069	6.888182921	2.432187547
H2scaf49-aug12477	2.296766301	1.072255873	0.396989163	0.006913755	0.080713122	0.028288893	0	0	0	1.118635001	6.24934324	3.584219201	5.515934586	1.905998378	0.27965875	4.313873851	3.947244613
H2scaf102-aug19890	3.666702334	1.08288347	0.412985652	0.008739364	0.099195637	0.036643831	0	0.992812333	2.002920243	1.118635001	2.083114413	4.480274002	11.03186917	7.62399351	1.028591894	6.304812774	2.61578284
H2scaf22-aug5880	3.536021473	1.061584911	0.412678498	0.010098853	0.109844397	0.041809514	0	2.978437	1.001460121	0	3.12467162	6.272383602	9.19322431	5.717995133	0.99497428	6.077068666	2.610644455
H2scaf4-aug16094	2.125795858	1.071688128	0.397668726	0.007040409	0.121145387	0.047396938	0	0.992812333	0	0	3.12467162	4.480274002	4.596612155	3.811996755	0.248203083	4.003388633	4.011628731
H2scaf62-aug14360	3.943408904	0.992477048	0.413033595	0.016265783	0.157513362	0.06655443	2.016032551	0.992812333	1.001460121	1.118635001	12.49868648	5.376328802	0.919322431	7.62399351	1.282235001	6.604582806	2.364806737
H2scaf12-aug1065	2.147132822	0.93740239	0.402094942	0.019737749	0.185026065	0.081714793	0	0.992812333	1.001460121	0	4.166228827	4.480274002	3.677289724	2.858997566	0.498568114	3.79569753	2.92850251
H2scaf12-aug1165	2.506131809	0.926087089	0.408575206	0.023413097	0.210825612	0.096930827	1.008016275	0.992812333	1.001460121	0	3.12467162	2.688164401	5.515934586	5.717995133	0.750572182	4.261691435	2.505363412
H2scaf25-aug5075	2.807330037	0.970392077	0.407816289	0.017336925	0.243158774	0.116714416	0	0.992812333	2.002920243	0	8.332457653	2.688164401	3.677289724	4.764995944	0.748933144	4.865726931	2.699746514
H2scaf2425-aug25680	2.378061381	0.859667965	0.405851802	0.03415966	0.281061104	0.141587758	1.008016275	0	2.002920243	0	3.12467162	4.480274002	4.596612155	3.811996755	0.752734129	4.003388633	2.411009383
H2scaf25-aug5273	2.132331533	0.818607005	0.390384911	0.036000413	0.29190156	0.149042644	0	1.985624667	0	0	2.083114413	4.480274002	1.838644862	6.670994322	0.496406167	3.7682569	2.924304381
H2scaf49-aug12634	3.230548778	0.84127583	0.403527418	0.037087038	0.29847746	0.153541298	3.024048826	0	0	1.118635001	5.207786033	9.856602803	0.919322431	5.717995133	1.035670957	5.4254266	2.389170864
H2scaf7-aug1799	12.8979338	0.473132696	0.304865503	0.120676796	0.299165604	0.154003449	2.016032551	0	0	3.355905002	58.32720357	1.792109601	37.69221967	0	1.342984388	24.45288321	4.186490143
H2scaf8250-aug27743	3.156181105	0.631064702	0.3772009	0.094323331	0.815846148	0.634996823	3.024048826	0.992812333	0	0	0	1.792109601	15.62848133	3.811996755	1.00421529	5.308146921	2.402139706
H2scaf14-aug254	2.603684829	0.555193225	0.358069604	0.121017331	0.975852585	0.814704269	0	0	3.004380364	0	1.041557207	0	10.11254674	6.670994322	0.751095091	4.456274567	2.568770651
H2scaf1-aug9519	2.014237495	0.987684183	0.392769016	0.011914409	1	1	0	0	0	1.118635001	2.083114413	3.584219201	5.515934586	3.811996755	0.27965875	3.748816239	3.744695733
H2scaf2241-aug25596	1.809863602	0.864052211	0.3819097	0.023669516	1	1	1.008016275	0	0	0	4.166228827	0.8960548	4.596612155	3.811996755	0.252004069	3.367723134	3.740254604
H2scaf8-aug2814	1.747582799	0.847006533	0.380345694	0.025951373	1	1	0	0.992812333	0	0	1.041557207	5.376328802	2.757967293	3.811996755	0.248203083	3.246962514	3.709497786
H2scaf25-aug5235	1.684102276	0.871039234	0.384840148	0.023612316	1	1	0	0	1.001460121	0	4.166228827	2.688164401	2.757967293	2.858997566	0.25036503	3.117839522	3.6384417
H2scaf141-aug21819	1.798385093	0.910058956	0.388304955	0.019095021	1	1	0	0	0	1.118635001	3.12467162	2.688164401	4.596612155	2.858997566	0.27965875	3.317111436	3.568188103
H2scaf42-aug10600	1.561845193	0.805069644	0.379133643	0.033716534	1	1	1.008016275	0	0	0	3.12467162	1.792109601	2.757967293	3.811996755	0.252004069	2.871686317	3.510379235
H2scaf84-aug24034	1.537547305	0.803577235	0.379068822	0.034016874	1	1	0	0.992812333	0	0	2.083114413	2.688164401	3.677289724	2.858997566	0.248203083	2.826891526	3.509623582
H2scaf7-aug2213	1.458223372	0.676025833	0.362164094	0.061953479	1	1	0	0	1.001460121	0	5.207786033	3.584219201	0.919322431	0.952999189	0.25036503	2.666081714	3.412616025
H2scaf72-aug15676	1.416594926	0.738973363	0.372934525	0.047534148	1	1	0	0	1.001460121	0	2.083114413	3.584219201	2.757967293	1.905998378	0.25036503	2.582824821	3.366844823
H2scaf151-aug22271	1.412385331	0.706505742	0.367963809	0.054852672	1	1	0	0	1.001460121	0	2.083114413	3.584219201	3.677289724	0.952999189	0.25036503	2.574405632	3.362134414
H2scaf115-aug26059	1.554576279	0.786300429	0.378039629	0.037530871	1	1	0	0	0	1.118635001	2.083114413	3.584219201	1.838644862	3.811996755	0.27965875	2.829493808	3.338804604
H2scaf81-aug17851	1.350732289	0.432230039	0.311995762	0.165938899	1	1	0	0	1.001460121	0	5.207786033	0	4.596612155	0	0.25036503	2.451099547	3.291324104
H2scaf1-aug9713	1.348081726	0.576776369	0.346594673	0.096087735	1	1	0	0	1.001460121	0	4.166228827	0	2.757967293	2.858997566	0.25036503	2.445798421	3.288200531
H2scaf28-aug13456	1.310625151	0.689093981	0.3680704	0.061181727	1	1	0	0.992812333	0	0	2.083114413	1.792109601	2.757967293	2.858997566	0.248203083	2.373047218	3.257147864
H2scaf55-aug14072	1.32650385	0.660902649	0.363212113	0.068819149	1	1	1.008016275	0	0	0	3.12467162	0.8960548	3.677289724	1.905998378	0.252004069	2.40100363	3.252118652
H2scaf6001-aug27219	1.296934373	0.29006405	0.267576861	0.278347016	1	1	0	0	1.001460121	0	9.37401486	0	0	0	0.25036503	2.343503715	3.226562108
H2scaf33-aug10129	1.231301218	0.496263722	0.332287351	0.135312209	1	1	0	0	1.001460121	0	5.207786033	2.688164401	0	0.952999189	0.25036503	2.212237406	3.143401243
H2scaf102-aug19847	1.355610537	0.658071435	0.363951531	0.070586376	1	1	0	0	0	1.118635001	4.166228827	0.8960548	2.757967293	1.905998378	0.27965875	2.431562324	3.120144194
H2scaf16-aug1381	1.203908869	0.601911504	0.356184395	0.091049507	1	1	0	0	1.001460121	0	2.083114413	0.8960548	1.838644862	3.811996755	0.25036503	2.157452708	3.107223962
H2scaf7186-aug27502	1.184640095	0.599233623	0.35592313	0.092258216	1	1	0	0.992812333	0	0	1.041557207	1.792109601	1.838644862	3.811996755	0.248203083	2.121077106	3.095204124
H2scaf2478-aug25707	1.201562043	0.60960074	0.357887213	0.088505956	1	1	1.008016275	0	0	0	3.12467162	2.688164401	1.838644862	0.952999189	0.252004069	2.151120018	3.093569087
H2scaf16-aug1596	1.192581226	0.626534061	0.361190587	0.082805365	1	1	0	0	1.001460121	0	2.083114413	1.792109601	2.757967293	1.905998378	0.25036503	2.134797421	3.0919942
H2scaf3741-aug26455	1.19761034	0.626937245	0.361272699	0.082677524	1	1	1.008016275	0	0	0	2.083114413	1.792109601	1.838644862	2.858997566	0.252004069	2.143216611	3.088258735
H2scaf10-aug12088	1.177264155	0.515841454	0.338108217	0.12709215	1	1	0	0.992812333	0	0	2.083114413	3.584219201	2.757967293	0	0.248203083	2.106325227	3.08513527
H2scaf133-aug21612	1.193400745	0.626226981	0.361233901	0.082993067	1	1	1.008016275	0	0	0	2.083114413	1.792109601	2.757967293	1.905998378	0.252004069	2.134797421	3.082580241
H2scaf43-aug11067	1.174613592	0.580188953	0.352311771	0.099598036	1	1	0	0.992812333	0	0	1.041557207	3.584219201	0.919322431	2.858997566	0.248203083	2.101024101	3.081499769
H2scaf35-aug19731	1.110651448	0.457181641	0.327123675	0.162239103	1	1	1.008016275	0	0	0	4.166228827	0	2.757967293	0.952999189	0.252004069	1.969298827	2.966163114
H2scaf103-aug21196	1.076584948	0.565831383	0.353737677	0.109691995	1	1	0	0.992812333	0	0	2.083114413	1.792109601	1.838644862	1.905998378	0.248203083	1.904966813	2.940172922
H2scaf60-aug26097	1.060779262	0.447911788	0.325955921	0.169395635	1	1	0	0	1.001460121	0	1.041557207	3.584219201	0	2.858997566	0.25036503	1.871193494	2.901853777
H2scaf6-aug3478	0.993835651	0.40922073	0.318782611	0.199247502	1	1	0	0.992812333	0	0	4.166228827	0	1.838644862	0.952999189	0.248203083	1.739468219	2.809053378
H2scaf5333-aug27045	2.063788761	0.821527583	0.393739074	0.036935422	1	1	0	0	1.001460121	1.118635001	4.166228827	0.8960548	5.515934586	3.811996755	0.53002378	3.597553742	2.762887243
H2scaf10-aug12101	0.977548343	0.478779979	0.339197374	0.158094729	1	1	1.008016275	0	0	0	3.12467162	0.8960548	1.838644862	0.952999189	0.252004069	1.703092618	2.756637961
H2scaf12-aug961	0.969868667	0.477628943	0.338983067	0.158833596	1	1	0	0	1.001460121	0	2.083114413	0.8960548	0.919322431	2.858997566	0.25036503	1.689372303	2.75438233
H2scaf58-aug17546	0.960368504	0.476159773	0.338714131	0.159787514	1	1	0	0.992812333	0	0	2.083114413	0.8960548	2.757967293	0.952999189	0.248203083	1.672533924	2.75244253
H2scaf12-aug782	0.958798914	0.456113551	0.333672674	0.171641269	1	1	0	0	1.001460121	0	1.041557207	0.8960548	0.919322431	3.811996755	0.25036503	1.667232798	2.735350591
H2scaf21-aug9135	0.95458932	0.474231025	0.338626535	0.161377286	1	1	0	0	1.001460121	0	1.041557207	0.8960548	1.838644862	2.858997566	0.25036503	1.658813609	2.728046815
H2scaf56-aug13696	0.959360543	0.488445103	0.342282907	0.153573668	1	1	1.008016275	0	0	0	2.083114413	1.792109601	1.838644862	0.952999189	0.252004069	1.666717016	2.725490244
H2scaf56-aug13681	0.954107698	0.399382182	0.317714179	0.208736017	1	1	1.008016275	0	0	0	1.041557207	0	3.677289724	1.905998378	0.252004069	1.656211327	2.716367835
H2scaf12-aug802	0.94617013	0.453229407	0.333354048	0.173955357	1	1	0	0	1.001460121	0	1.041557207	0.8960548	3.677289724	0.952999189	0.25036503	1.64197523	2.71332739
H2scaf72-aug15753	0.934054693	0.394780743	0.31709156	0.21312972	1	1	1.008016275	0	0	0	1.041557207	3.584219201	1.838644862	0	0.252004069	1.616105317	2.681002285
H2scaf6-aug3010	0.926375016	0.393570328	0.316802018	0.214117535	1	1	0	0	1.001460121	0	0	3.584219201	0.919322431	1.905998378	0.25036503	1.602385002	2.67811585
H2scaf107-aug20586	1.857807555	0.633244406	0.371345949	0.088144432	1	1	1.008016275	0	1.001460121	0	6.24934324	0	1.838644862	4.764995944	0.502369099	3.213246011	2.677211809
H2scaf12-aug1218	0.912958439	0.294306552	0.282895338	0.298183253	1	1	1.008016275	0	0	0	0	5.376328802	0.919322431	0	0.252004069	1.573912808	2.642836688
H2scaf16-aug1408	1.808765446	0.653685959	0.375779257	0.081938461	1	1	1.008016275	0.992812333	0	0	5.207786033	3.584219201	3.677289724	0	0.500207152	3.11732374	2.639710398
H2scaf12-aug790	0.8899901	0.282214337	0.280177671	0.313805429	1	1	0	0.992812333	0	0	5.207786033	0	0.919322431	0	0.248203083	1.531777116	2.625613448
H2scaf1-aug9410	0.896100187	0.282382756	0.28051677	0.314102057	1	1	1.008016275	0	0	0	5.207786033	0	0	0.952999189	0.252004069	1.540196306	2.611595309
H2scaf3203-aug26281	1.772427568	0.752293049	0.391054513	0.054385309	1	1	1.008016275	0	1.001460121	0	2.083114413	3.584219201	4.596612155	1.905998378	0.502369099	3.042486037	2.59843101
H2scaf72-aug15695	0.984515526	0.47222107	0.33996625	0.164825641	1	1	0	0	0	1.118635001	2.083114413	0.8960548	0.919322431	2.858997566	0.27965875	1.689372303	2.594747927
H2scaf146-aug22182	0.873141163	0.294518616	0.286335637	0.303677889	1	1	0	0	1.001460121	0	3.12467162	0	0	2.858997566	0.25036503	1.495917297	2.578925443
H2scaf119-aug20950	0.971886742	0.39496718	0.318899981	0.215519621	1	1	0	0	0	1.118635001	2.083114413	0.8960548	3.677289724	0	0.27965875	1.664114734	2.573015529
H2scaf1165-aug24991	0.962118131	0.481100696	0.34296301	0.160683283	1	1	0	0	0	1.118635001	1.041557207	1.792109601	1.838644862	1.905998378	0.27965875	1.644577512	2.55597763
H2scaf1244-aug25056	0.846754341	0.367355209	0.314171057	0.242289203	1	1	0	0.992812333	0	0	2.083114413	1.792109601	0	1.905998378	0.248203083	1.445305598	2.541781628
H2scaf48-aug11609	1.696196968	0.721992544	0.389746201	0.063958583	1	1	0	0.992812333	1.001460121	0	4.166228827	1.792109601	2.757967293	2.858997566	0.498568114	2.893825822	2.537115567
H2scaf27-aug6449	1.69914071	0.678685983	0.383600154	0.07685155	1	1	1.008016275	0	1.001460121	0	5.207786033	3.584219201	1.838644862	0.952999189	0.502369099	2.895912321	2.527198291
H2scaf991-aug24842	0.846792064	0.340985842	0.305282712	0.264015259	1	1	0	0	1.001460121	0	1.041557207	0	0.919322431	3.811996755	0.25036503	1.443219098	2.527185362
H2scaf2421-aug25678	0.839674016	0.403489019	0.326412818	0.216409856	1	1	0	0	1.001460121	0	1.041557207	0.8960548	0.919322431	2.858997566	0.25036503	1.428983001	2.512883781
H2scaf3649-aug26428	0.827045232	0.336014633	0.304488135	0.269793021	1	1	0	0	1.001460121	0	1.041557207	0.8960548	3.677289724	0	0.25036503	1.403725433	2.4871558
H2scaf57-aug13851	0.832332237	0.280978633	0.283033376	0.320836539	1	1	1.008016275	0	0	0	0	0	1.838644862	3.811996755	0.252004069	1.412660404	2.486895759
H2scaf15-aug629	0.830773205	0.268033116	0.277622929	0.334315755	1	1	1.008016275	0	0	0	1.041557207	0	4.596612155	0	0.252004069	1.40954234	2.483707882
H2scaf29-aug7647	0.823093528	0.279295021	0.282558022	0.322931369	1	1	0	0	1.001460121	0	0	0	3.677289724	1.905998378	0.25036503	1.395822025	2.479010029
H2scaf130-aug22162	1.588141821	0.631236079	0.379952522	0.09664214	1	1	0	0.992812333	1.001460121	0	5.207786033	1.792109601	2.757967293	0.952999189	0.498568114	2.677715529	2.42514018
H2scaf309-aug23802	0.880669975	0.35474789	0.312403931	0.256148153	1	1	0	0	0	1.118635001	3.12467162	0.8960548	0	1.905998378	0.27965875	1.481681199	2.405495693
H2scaf53-aug13582	0.764005044	0.243651036	0.27217514	0.370680479	1	1	0	0.992812333	0	0	4.166228827	0	0	0.952999189	0.248203083	1.279807004	2.366333324
H2scaf5479-aug27082	1.540989647	0.540403399	0.364073421	0.137722635	1	1	1.008016275	0	1.001460121	0	2.083114413	5.376328802	0	2.858997566	0.502369099	2.579610195	2.360333445
H2scaf37-aug8659	16.99018442	0.541058058	0.307722032	NA	NA	NA	1.008016275	0	0	1.118635001	1.041557207	129.927946	0.919322431	1.905998378	0.531662819	33.44870602	5.975295013
H2scaf7254-aug27525	32.1091208	0.428621934	0.283321061	NA	NA	NA	1.008016275	0	0	3.355905002	1.041557207	0.8960548	1.838644862	248.7327883	1.090980319	63.12726129	5.854566181
H2scaf6235-aug27288	44.04881966	0.520243418	0.304822709	NA	NA	NA	2.016032551	0.992812333	2.002920243	2.237270001	0	341.3968789	1.838644862	1.905998378	1.812258782	86.28538054	5.573255257
H2scaf426-aug24120	5.555901275	0.198214092	0.208326757	NA	NA	NA	0	0.992812333	0	0	41.66228827	1.792109601	0	0	0.248203083	10.86359947	5.451837347
H2scaf41-aug12260	4.389380384	0.193917199	0.207747732	NA	NA	NA	1.008016275	0	0	0	0	33.15402761	0	0.952999189	0.252004069	8.5267567	5.080478159
H2scaf1530-aug25244	9.033343273	0.437541726	0.289522405	NA	NA	NA	0	0	1.001460121	1.118635001	2.083114413	0	67.11053746	0.952999189	0.53002378	17.53666277	5.048173328
H2scaf4009-aug26518	8.323252901	0.175383053	0.198968735	NA	NA	NA	1.008016275	0	1.001460121	0	64.57654681	0	0	0	0.502369099	16.1441367	5.006118759
H2scaf2325-aug25635	8.79304521	0.453101784	0.293592639	NA	NA	NA	1.008016275	0	0	1.118635001	64.57654681	2.688164401	0	0.952999189	0.531662819	17.0544276	5.003490947
H2scaf2763-aug25934	12.30392201	0.562833404	0.317562851	NA	NA	NA	0	0.992812333	0	2.237270001	89.57391977	0.8960548	0.919322431	3.811996755	0.807520584	23.80032344	4.881338335
H2scaf7276-aug27556	6.549881962	0.993940528	0.378646232	NA	NA	NA	0	0.992812333	1.001460121	0	1.041557207	47.49090442	0.919322431	0.952999189	0.498568114	12.60119581	4.65962622
H2scaf450-aug24162	2.940000626	0.164326708	0.197031343	NA	NA	NA	0	0	0	1.118635001	0	22.40137001	0	0	0.27965875	5.600342502	4.323775685
H2scaf65-aug17263	5.269827221	0.860133309	0.369313942	NA	NA	NA	0	0.992812333	0	1.118635001	1.041557207	0	1.838644862	37.16696836	0.527861834	10.01179261	4.245396144
H2scaf4367-aug26607	2.553050756	0.160585867	0.196589043	NA	NA	NA	0	0	0	1.118635001	0	0	19.30577105	0	0.27965875	4.826442763	4.109220894
H2scaf6184-aug27263	6.003154515	0.161468866	0.198564077	NA	NA	NA	0	2.978437	0	0	0	0	45.04679912	0	0.74460925	11.26169978	3.918797248
H2scaf148-aug22241	2.165979178	0.617497926	0.341086082	NA	NA	NA	0	0	0	1.118635001	0	14.33687681	0.919322431	0.952999189	0.27965875	4.052299606	3.857001467
H2scaf7-aug2026	3.747171348	0.293632826	0.258407718	NA	NA	NA	1.008016275	0.992812333	0	0	27.08048737	0.8960548	0	0	0.500207152	6.994135543	3.805548164
H2scaf5579-aug27110	3.767259641	0.157734717	0.197686639	NA	NA	NA	2.016032551	0	0	0	28.12204458	0	0	0	0.504008138	7.030511145	3.80211065
H2scaf284-aug23726	5.426823527	0.278440341	0.253268673	NA	NA	NA	1.008016275	0	2.002920243	0	0	1.792109601	38.6115421	0	0.752734129	10.10091293	3.746201494
H2scaf520-aug24487	44.58061102	0.766914596	0.362220334	NA	NA	NA	3.024048826	7.942498667	5.007300607	8.949080005	6.24934324	4.480274002	4.596612155	316.3957307	6.230732026	82.93049002	3.734429042
H2scaf36-aug22033	9.705556442	1.123100275	0.400537035	NA	NA	NA	3.024048826	0.992812333	1.001460121	1.118635001	4.166228827	64.51594562	0.919322431	1.905998378	1.53423907	17.87687381	3.542499259
H2scaf91-aug20021	29.98704523	0.825828834	0.373890956	NA	NA	NA	6.048097652	3.971249334	4.005840485	5.593175003	6.24934324	3.584219201	4.596612155	205.8478248	4.904590618	55.06949984	3.489048879
H2scaf398-aug23969	5.860161089	0.393804185	0.296064869	NA	NA	NA	4.032065101	0	0	0	1.041557207	0.8960548	1.838644862	39.07296674	1.008016275	10.7123059	3.409678226
H2scaf11-aug6757	40.30499344	0.805956937	0.374922019	NA	NA	NA	7.056113927	11.913748	5.007300607	5.593175003	271.8464309	9.856602803	7.354579448	3.811996755	7.392584384	73.21740249	3.308035881
H2scaf23-aug6147	5.242024856	0.954610931	0.394102254	NA	NA	NA	2.016032551	0.992812333	1.001460121	0	1.041557207	0.8960548	32.17628508	3.811996755	1.002576251	9.481473462	3.241399312
H2scaf132-aug21563	38.5946944	0.837903543	0.382377202	NA	NA	NA	11.08817903	3.971249334	11.01606133	5.593175003	8.332457653	11.6487124	5.515934586	251.5917858	7.917166175	69.27222262	3.129220926
H2scaf790-aug24653	2.293005897	0.591186548	0.354194586	NA	NA	NA	0	0.992812333	0	1.118635001	1.041557207	0.8960548	0	14.29498783	0.527861834	4.05814996	2.942589915
H2scaf16-aug1731	15.03481542	1.33482275	0.414703543	NA	NA	NA	3.024048826	3.971249334	5.007300607	2.237270001	9.37401486	2.688164401	10.11254674	83.86392861	3.559967192	26.50966365	2.896582515
H2scaf7-aug2046	16.55930046	0.570320969	0.350735976	NA	NA	NA	2.016032551	3.971249334	7.010220849	3.355905002	111.4466211	0.8960548	0.919322431	2.858997566	4.088351934	29.03024898	2.827965648
H2scaf383-aug23946	1.929386807	0.369846333	0.305061029	NA	NA	NA	0	0.992812333	1.001460121	0	0	13.440822	0	0	0.498568114	3.360205501	2.752686945
H2scaf65-aug17218	7.814874706	0.868187256	0.396369427	NA	NA	NA	3.024048826	0.992812333	2.002920243	2.237270001	1.041557207	1.792109601	0.919322431	50.50895701	2.064262851	13.56548656	2.716242203
H2scaf2-aug5564	1.810538893	0.126479228	0.195279577	NA	NA	NA	0	1.985624667	0	0	12.49868648	0	0	0	0.496406167	3.12467162	2.654111638
