V2_Gene	baseMean	DESeq_log2FC	lfcSE	pvalue	adj_pvalue	IHW_pvalue	LBS6R1.1	LBS6R1.2	LBS6R1.3	LBS6R1.4	LBS4.4	LBS4.5	LBS4.6	LBS4.7	LBS6R1_Mean	LBS4_Mean	log2FC
H2scaf76-aug17384	80.80364481	-2.695944353	0.286451054	4.89e-21	1.38e-19	3.13e-21	169.3467343	167.7852843	171.2496807	72.71127504	7.290900447	19.71320561	20.22509348	18.10698459	145.2732436	16.33404603	-3.152814909
H2scaf124-aug21135	37.65433691	-2.747531756	0.293758012	8.52e-21	2.75e-19	6.35e-21	57.45692769	79.42498667	83.12119007	52.57584503	7.290900447	4.480274002	7.354579448	9.529991888	68.14473737	7.163936446	-3.249777802
H2scaf139-aug21750	31.20100446	-2.870770549	0.31332588	5.08e-20	1.47e-18	3.53e-20	57.45692769	70.48967567	45.06570546	57.05038503	2.083114413	5.376328802	8.273901879	3.811996755	57.51567346	4.886335462	-3.557130337
H2scaf27-aug6484	2958.187578	-2.760746175	0.304543072	1.24e-19	3.55e-18	8.72e-20	7568.186195	4700.966399	2313.37288	6895.266144	544.7344191	562.7224146	506.5466595	573.7055117	5369.447904	546.9272512	-3.295352903
H2scaf37-aug8576	43.43380489	-2.371089569	0.263294572	2.15e-19	6.04e-18	1.51e-19	63.50502534	74.460925	72.10512874	90.60943505	14.58180089	14.33687681	6.435257017	11.43599027	75.17012853	11.69748125	-2.683961555
H2scaf14-aug225	25.75207824	-3.031053212	0.336767412	2.25e-19	7.41e-18	1.87e-19	47.37676494	59.56874	52.07592631	34.67768502	2.083114413	1.792109601	3.677289724	4.764995944	48.42477907	3.07937742	-3.975034861
H2scaf24-aug7238	33.66030624	-3.068316117	0.343631199	4.3e-19	1.17e-17	2.99e-19	106.8497252	52.61905367	50.07300607	44.74540003	2.083114413	3.584219201	5.515934586	3.811996755	63.57179624	3.748816239	-4.083879839
H2scaf64-aug14911	71.08437325	-2.117832777	0.239299204	8.74e-19	2.49e-17	6.52e-19	116.9298879	111.1949813	111.1620735	135.3548351	29.16360179	34.94613721	15.62848133	14.29498783	118.6604445	23.50830204	-2.335596847
H2scaf11-aug7107	43.25531146	-2.144687664	0.251921469	1.69e-17	4.33e-16	1.21e-17	74.59320437	62.547177	73.10658886	80.54172005	16.66491531	12.5447672	17.46712619	8.576992699	72.69717257	13.81345035	-2.39582553
H2scaf12-aug894	137.5032271	-3.201210143	0.37563096	1.57e-17	5.28e-16	1.48e-17	386.0702334	347.4843167	180.2628218	144.3039151	6.24934324	20.60926041	5.515934586	9.529991888	264.5303218	10.47613253	-4.658254979
H2scaf20-aug7952	17.44971013	-3.07274756	0.364756501	3.64e-17	1.07e-15	3.05e-17	29.23247198	34.74843167	34.04964412	35.79632002	2.083114413	0.8960548	1.838644862	0.952999189	33.45671695	1.442703316	-4.53544933
H2scaf62-aug14397	27.29526774	-2.655813929	0.321851308	1.56e-16	4.38e-15	1.3e-16	41.32866729	66.51842634	37.05402449	53.69448003	4.166228827	6.272383602	5.515934586	3.811996755	49.64889954	4.941635942	-3.328701107
H2scaf8-aug2940	29.59044468	-2.580700647	0.315841573	3.06e-16	7.25e-15	2.18e-16	38.30461846	55.59749067	58.08468704	61.52492503	1.041557207	6.272383602	8.273901879	7.62399351	53.3779303	5.80295905	-3.201382714
H2scaf20-aug7955	19.99768611	-2.843026655	0.347316141	2.71e-16	8.93e-15	2.72e-16	34.27255336	39.71249334	32.04672388	43.62676502	1.041557207	1.792109601	3.677289724	3.811996755	37.4146339	2.580738322	-3.857746889
H2scaf31-aug8811	19.62086464	-2.987541636	0.372340872	1.03e-15	3.25e-14	1.03e-15	54.43287887	25.81312067	31.04526376	39.15222502	0	1.792109601	0.919322431	3.811996755	37.61087208	1.630857197	-4.527447393
H2scaf936-aug24788	93.49299551	-3.131162434	0.402954311	7.82e-15	2.59e-13	8.73e-15	237.891841	158.8499733	66.09636801	270.7096702	5.207786033	5.376328802	0	3.811996755	183.3869631	3.599027898	-5.671139987
H2scaf254-aug23651	54.03654952	-2.198407224	0.292170199	5.3e-14	1.06e-12	3.78e-14	70.56113927	108.2165443	83.12119007	108.5075951	20.83114413	25.08953441	6.435257017	9.529991888	92.60161719	15.47148186	-2.581426004
H2scaf44-aug26859	21.33337283	-2.475936365	0.331045913	7.48e-14	1.74e-12	6.29e-14	38.30461846	45.66936734	29.04234352	40.27086002	6.24934324	2.688164401	3.677289724	4.764995944	38.32179733	4.344948327	-3.140754302
H2scaf52-aug13055	32.05796455	-2.327487357	0.312430822	9.36e-14	1.92e-12	6.98e-14	82.65733457	39.71249334	52.07592631	50.33857503	10.41557207	4.480274002	10.11254674	6.670994322	56.19608231	7.919846783	-2.826925132
H2scaf44-aug26750	62.85339683	-2.619862309	0.353456527	1.24e-13	2.17e-12	7.96e-14	119.9539368	137.008102	164.2394599	40.27086002	21.87270134	3.584219201	8.273901879	7.62399351	115.3680897	10.33870398	-3.480116984
H2scaf68-aug15256	29.49047636	-2.251068131	0.30427138	1.38e-13	2.66e-12	9.85e-14	69.553123	35.741244	51.07446619	48.10130503	9.37401486	7.168438403	9.19322431	5.717995133	51.11753455	7.863418176	-2.700589771
H2scaf57-aug13828	18.45381011	-2.510781552	0.346260528	4.13e-13	8.83e-12	3.43e-13	30.24048826	25.81312067	37.05402449	41.38949502	2.083114413	4.480274002	2.757967293	3.811996755	33.62428211	3.283338116	-3.356268236
H2scaf16-aug1417	26.0457315	-2.112301373	0.29461191	7.51e-13	1.63e-11	6.51e-13	49.39279749	48.64780434	43.06278522	35.79632002	8.332457653	7.168438403	6.435257017	9.529991888	44.22492677	7.86653624	-2.491059315
H2scaf99-aug19464	527.7763873	-2.453072888	0.34176704	7.09e-13	1.92e-11	7.71e-13	1319.493304	870.6964164	328.4789198	1275.243901	130.1946508	91.39758963	106.641402	100.0649148	948.4781353	107.0746393	-3.146997699
H2scaf21-aug9061	26.03733097	-2.247807787	0.316715516	1.27e-12	2.6e-11	1.06e-12	47.37676494	55.59749067	48.07008582	30.20314502	9.37401486	3.584219201	5.515934586	8.576992699	45.31187161	6.762790337	-2.74419855
H2scaf133-aug21622	53.31320616	-2.008896628	0.283663193	1.42e-12	2.61e-11	1.06e-12	130.0340995	98.288421	51.07446619	76.06718004	23.95581575	14.33687681	16.54780376	16.20098621	88.86604169	17.76037063	-2.32297054
H2scaf31-aug8812	35.31383313	-2.266317925	0.320049145	1.43e-12	2.62e-11	1.07e-12	76.60923692	33.75561933	58.08468704	78.30445004	12.49868648	6.272383602	4.596612155	12.38898945	61.68849833	8.939167923	-2.786789074
H2scaf168-aug23157	25.01080704	-2.172407968	0.321570425	1.42e-11	2.69e-10	1.23e-11	52.41684632	33.75561933	41.05986497	45.86403503	11.45712927	6.272383602	7.354579448	1.905998378	43.27409141	6.747522675	-2.681073704
H2scaf25-aug5282	30.50906498	-2.138229837	0.324469511	4.4e-11	6.86e-10	3.28e-11	31.24850453	41.698118	55.08030667	82.77899005	9.37401486	10.7526576	5.515934586	7.62399351	52.70147981	8.31665014	-2.663769024
H2scaf169-aug23082	12.71221641	-2.40746029	0.378258312	1.96e-10	4.71e-09	2.5e-10	24.19239061	30.77718233	19.02774231	20.13543001	1.041557207	1.792109601	0.919322431	3.811996755	23.53318631	1.891246498	-3.637287353
H2scaf56-aug13629	11.93158696	-2.401033632	0.383745703	3.93e-10	5.96e-09	3.19e-10	25.20040688	24.82030833	22.03212267	16.77952501	2.083114413	3.584219201	0	0.952999189	22.20809072	1.655083201	-3.746109719
H2scaf47-aug13958	23.97862155	-1.908209436	0.31808515	1.98e-09	2.83e-08	1.65e-09	36.28858591	29.78437	37.05402449	57.05038503	11.45712927	8.960548003	5.515934586	5.717995133	40.04434136	7.912901749	-2.339319642
H2scaf6-aug3505	24.1415897	-2.031029616	0.346289356	4.49e-09	6.22e-08	3.77e-09	23.18437433	32.762807	46.06716558	64.88083004	3.12467162	5.376328802	10.11254674	7.62399351	41.72379424	6.559385168	-2.66923786
H2scaf100-aug19378	8.417567906	-2.343644166	0.40986463	1.08e-08	1.59e-07	1.02e-08	16.1282604	17.870622	8.011680971	23.49133501	0	0	1.838644862	0	16.3754746	0.459661215	-5.154821967
H2scaf57-aug13829	8.276542464	-2.203555346	0.402825805	4.49e-08	7.86e-07	5.73e-08	15.12024413	11.913748	13.01898158	22.37270001	1.041557207	1.792109601	0	0.952999189	15.60641843	0.946666499	-4.043139408
H2scaf6-aug3435	20.81203917	-2.043530112	0.383656766	1e-07	1.12e-06	8.31e-08	62.49700907	43.68374267	10.01460121	32.44041502	4.166228827	6.272383602	5.515934586	1.905998378	37.15894199	4.465136348	-3.05693329
H2scaf16-aug1687	25.73489966	-1.834570448	0.345151265	1.07e-07	1.23e-06	9.23e-08	54.43287887	26.805933	39.05694473	52.57584503	9.37401486	11.6487124	11.03186917	0.952999189	43.21790041	8.251898906	-2.388830934
H2scaf120-aug20879	6.383634535	-2.162917921	0.41067416	1.39e-07	1.67e-06	1.28e-07	15.12024413	9.928123334	13.01898158	11.18635001	0	0.8960548	0.919322431	0	12.31342476	0.453844308	-4.761890805
H2scaf75-aug17453	195.5451668	-1.877122368	0.358123082	1.59e-07	1.94e-06	1.5e-07	497.96004	330.606507	98.14309189	403.8272352	51.03630313	62.72383602	52.40137857	67.6629424	332.6342185	58.45611503	-2.508510732
H2scaf509-aug24319	11.13898159	-1.989787008	0.375759727	1.19e-07	1.95e-06	1.51e-07	17.13627668	16.87780967	21.03066255	23.49133501	4.166228827	3.584219201	0.919322431	1.905998378	19.63402098	2.643942209	-2.892593114
H2scaf44-aug26934	8.040893499	-2.104022482	0.406054628	2.2e-07	2.62e-06	2.08e-07	21.16834178	12.90656033	15.02190182	11.18635001	3.12467162	0	0.919322431	0	15.07078849	1.010998513	-3.897902119
H2scaf11-aug7105	10.2189459	-1.990658286	0.389313058	3.17e-07	3.2e-06	2.57e-07	26.20842316	19.85624667	15.02190182	12.30498501	1.041557207	2.688164401	3.677289724	0.952999189	18.34788916	2.09000263	-3.134037435
H2scaf12-aug812	11.0682814	-1.948998229	0.379335055	2.78e-07	4.31e-06	3.54e-07	15.12024413	22.83468367	23.03358279	16.77952501	5.207786033	1.792109601	0.919322431	2.858997566	19.4420089	2.694553908	-2.851058942
H2scaf11-aug7097	15.66459957	-1.878570629	0.373706801	4.99e-07	5.02e-06	4.19e-07	19.15230923	47.654992	26.03796315	15.66089001	2.083114413	4.480274002	6.435257017	3.811996755	27.1265386	4.202660547	-2.69033013
H2scaf44-aug26782	6.904562377	-2.013143343	0.405504837	6.89e-07	7.39e-06	6.35e-07	11.08817903	14.892185	13.01898158	12.30498501	2.083114413	0.8960548	0	0.952999189	12.82608265	0.983042101	-3.705683595
H2scaf73-aug16892	9.842006268	-1.897330215	0.382252121	6.92e-07	1.01e-05	8.82e-07	19.15230923	13.89937267	18.02628218	17.89816001	4.166228827	0.8960548	1.838644862	2.858997566	17.24403102	2.439981514	-2.821154941
H2scaf16-aug1646	7.607056044	-1.947734151	0.398106401	9.96e-07	1.4e-05	1.27e-06	13.10421158	15.88499733	15.02190182	11.18635001	1.041557207	1.792109601	0.919322431	1.905998378	13.79936518	1.414746904	-3.285986015
H2scaf120-aug20864	11.57084794	-1.874001678	0.394977171	2.09e-06	2.1e-05	1.98e-06	13.10421158	17.870622	18.02628218	33.55905002	0	5.376328802	3.677289724	0.952999189	20.64004145	2.501654429	-3.044491449
H2scaf155-aug22982	66.48255467	-1.897180081	0.407216766	3.18e-06	2.15e-05	2.04e-06	68.54510672	119.13748	266.3883923	29.08451002	12.49868648	7.168438403	13.78983646	15.24798702	120.7888723	12.17623709	-3.310347291
H2scaf9-aug22488	13.97678214	-1.734715341	0.373279661	3.36e-06	2.8e-05	2.73e-06	17.13627668	22.83468367	40.05840485	14.54225501	6.24934324	5.376328802	2.757967293	2.858997566	23.64290505	4.310659225	-2.455426892
H2scaf109-aug20278	7.819763581	-1.834622674	0.398959696	4.26e-06	4.01e-05	4.03e-06	16.1282604	12.90656033	9.013141092	17.89816001	1.041557207	1.792109601	0.919322431	2.858997566	13.98653046	1.652996701	-3.080882377
H2scaf21-aug9074	10.15648041	-1.839822592	0.4010157	4.48e-06	4.2e-05	4.24e-06	24.19239061	19.85624667	12.01752146	16.77952501	0	2.688164401	0	5.717995133	18.21142094	2.101539883	-3.115324751
H2scaf32-aug14859	11.82730639	-1.63754318	0.37095485	1.01e-05	8.61e-05	9.34e-06	19.15230923	23.827496	18.02628218	17.89816001	0	4.480274002	5.515934586	5.717995133	19.72606186	3.92855093	-2.328033794
H2scaf113-aug21207	8.035694115	-1.711394362	0.392587235	1.3e-05	9.63e-05	1.06e-05	16.1282604	8.935311	15.02190182	15.66089001	2.083114413	1.792109601	2.757967293	1.905998378	13.93659081	2.134797421	-2.706706611
H2scaf34-aug7908	9.017980055	-1.713539522	0.394912335	1.43e-05	0.000116825	1.32e-05	7.056113927	17.870622	20.02920243	17.89816001	1.041557207	3.584219201	2.757967293	1.905998378	15.71352459	2.32243552	-2.758296371
H2scaf49-aug12472	11.47864705	-1.640005617	0.382384301	1.8e-05	0.000146126	1.7e-05	11.08817903	13.89937267	21.03066255	31.32178002	5.207786033	1.792109601	3.677289724	3.811996755	19.33499857	3.622295528	-2.416238498
H2scaf16-aug1489	441.3189745	-1.611772769	0.38437878	2.75e-05	0.000241508	2.99e-05	811.4531016	236.2893353	754.0994714	1153.312686	137.4855513	70.78832922	124.1085282	243.0147931	738.7886485	143.8493005	-2.360603494
H2scaf18-aug3728	6.516657276	-1.708661751	0.411185821	3.25e-05	0.000241623	2.99e-05	15.12024413	13.89937267	5.007300607	13.42362001	1.041557207	2.688164401	0	0.952999189	11.86263435	1.170680199	-3.341005501
H2scaf2-aug5527	6.043281079	-1.712154016	0.409272351	2.87e-05	0.000288114	3.66e-05	14.11222785	10.92093567	12.01752146	6.711810004	0	1.792109601	1.838644862	0.952999189	10.94062375	1.145938413	-3.255093576
H2scaf105-aug20224	4.631807931	-1.754973304	0.413777451	2.22e-05	0.000653148	9.21e-05	12.0961953	2.978437	11.01606133	10.06771501	0	0.8960548	0	0	9.039602161	0.2240137	-5.334600409
H2scaf117-aug20853	7.985898828	-1.529399712	0.390132194	8.85e-05	0.000775869	0.000112905	15.12024413	15.88499733	9.013141092	13.42362001	2.083114413	1.792109601	2.757967293	3.811996755	13.36050064	2.611297016	-2.355135601
H2scaf72-aug15658	5.865760316	-1.557757232	0.408994996	0.000139674	0.000777654	0.000113237	7.056113927	7.942498667	14.0204417	12.30498501	1.041557207	2.688164401	0.919322431	0.952999189	10.33100982	1.400510807	-2.882956259
H2scaf2311-aug25627	6.094187684	-1.585433649	0.413341422	0.000125232	0.000790652	0.000115458	14.11222785	15.88499733	4.005840485	10.06771501	1.041557207	2.688164401	0	0.952999189	11.01769517	1.170680199	-3.234403527
H2scaf315-aug23808	6.950993601	-1.535881361	0.405604708	0.000152695	0.000839764	0.000123792	19.15230923	11.913748	7.010220849	10.06771501	1.041557207	1.792109601	3.677289724	0.952999189	12.03599827	1.86598893	-2.689343472
H2scaf88-aug18470	5.95799427	-1.52586435	0.410414271	0.000200915	0.001578693	0.0002564	8.064130202	15.88499733	10.01460121	7.830445004	3.12467162	1.792109601	0	0.952999189	10.44854344	1.467445102	-2.831923402
H2scaf14-aug226	7.958094838	-1.43657862	0.399556658	0.000323854	0.00184203	0.000306396	16.1282604	14.892185	12.01752146	10.06771501	2.083114413	0	2.757967293	5.717995133	13.27642047	2.63976921	-2.330382518
H2scaf48-aug11586	35.04137865	-1.386339291	0.414350577	0.000820419	0.002767024	0.000493569	51.40883004	35.741244	100.1460121	63.76219504	2.083114413	21.50531521	0.919322431	4.764995944	62.7645703	7.318186999	-3.100392222
H2scaf6-aug3465	3.801813628	-1.584997247	0.412101297	0.000119996	0.002781742	0.000497368	10.08016275	9.928123334	6.008760728	3.355905002	1.041557207	0	0	0	7.343237954	0.260389302	-4.81767427
H2scaf10-aug11744	6.049558989	-1.365795573	0.408464086	0.000826587	0.003595762	0.000670129	15.12024413	9.928123334	8.011680971	7.830445004	2.083114413	3.584219201	1.838644862	0	10.22262336	1.876494619	-2.445653414
H2scaf41-aug12148	4.956002228	-1.553656525	0.414740546	0.00017961	0.00598831	0.001209159	11.08817903	3.971249334	7.010220849	14.54225501	2.083114413	0	0	0.952999189	9.152976055	0.759028401	-3.592015133
H2scaf1928-aug25468	4.522670514	-1.390266661	0.414755713	0.000802262	0.014006323	0.003282601	7.056113927	6.949686334	5.007300607	13.42362001	0	0	1.838644862	1.905998378	8.109180219	0.93616081	-3.114727799
H2scaf7-aug2163	4.150472376	-1.315535306	0.414686227	0.001512038	0.024103709	0.00633992	4.032065101	9.928123334	11.01606133	4.474540003	1.041557207	1.792109601	0.919322431	0	7.362697443	0.93824731	-2.972194264
H2scaf19-aug8428	3.457613154	-1.262069806	0.399504008	0.001582617	0.024813252	0.006559759	2.016032551	14.892185	2.002920243	7.830445004	0	0	0.919322431	0	6.6853957	0.229830608	-4.862370107
H2scaf4-aug16358	2.563409628	-1.268485913	0.404610424	0.001718074	0.026278116	0.007029816	4.032065101	5.956874	4.005840485	5.593175003	0	0	0.919322431	0	4.896988647	0.229830608	-4.413252004
H2scaf84-aug24084	2.647371575	-1.254487123	0.40318528	0.001861768	0.028401579	0.007716809	6.048097652	4.964061667	7.010220849	2.237270001	0	0	0.919322431	0	5.064912542	0.229830608	-4.461894511
H2scaf102-aug19840	5.351248555	-1.333406115	0.413849893	0.001273187	0.030856205	0.00857126	6.048097652	4.964061667	7.010220849	19.01679501	2.083114413	0.8960548	1.838644862	0.952999189	9.259793795	1.442703316	-2.682205418
H2scaf105-aug20205	5.291045023	-1.208304122	0.414659467	0.003568673	0.048043958	0.014774398	15.12024413	7.942498667	10.01460121	3.355905002	2.083114413	0	0	3.811996755	9.108312253	1.473777792	-2.627664732
H2scaf49-aug12478	4.170296543	-1.26039876	0.413968542	0.002329336	0.050368092	0.015681388	15.12024413	5.956874	3.004380364	5.593175003	0	0.8960548	1.838644862	0.952999189	7.418668374	0.921924713	-3.008439406
H2scaf25-aug5182	14.33206685	-0.805802841	0.351659124	0.021938462	0.056819816	0.018199544	37.29660219	55.59749067	19.02774231	0	0	0.8960548	1.838644862	0	27.98045879	0.683674916	-5.354965315
H2scaf16-aug1582	3.102078686	-1.16635248	0.412487504	0.004689737	0.059420643	0.019188916	4.032065101	3.971249334	5.007300607	8.949080005	1.041557207	0.8960548	0.919322431	0	5.489923762	0.714233609	-2.942318186
H2scaf25-aug5049	2.903082781	-1.142444084	0.404609045	0.004749128	0.059984546	0.019431925	3.024048826	9.928123334	4.005840485	4.474540003	0	1.792109601	0	0	5.358138162	0.4480274	-3.580072911
H2scaf39-aug10398	3.067976166	-1.162461468	0.412615204	0.004842903	0.062109739	0.020306112	6.048097652	2.978437	7.010220849	5.593175003	1.041557207	0	0.919322431	0.952999189	5.407482626	0.728469707	-2.892016241
H2scaf49-aug12501	2.932694136	-1.150748474	0.41286922	0.00531659	0.066916947	0.022292266	5.040081377	4.964061667	5.007300607	5.593175003	1.041557207	0.8960548	0.919322431	0	5.151154663	0.714233609	-2.850427928
H2scaf29-aug7638	3.286194778	-1.148563284	0.414601923	0.005600818	0.069801342	0.023484022	6.048097652	6.949686334	5.007300607	4.474540003	1.041557207	0.8960548	0.919322431	0.952999189	5.619906149	0.952483407	-2.560780173
H2scaf52-aug13094	3.596269508	-1.126556875	0.413175891	0.006399455	0.076680038	0.026524987	5.040081377	3.971249334	7.010220849	8.949080005	1.041557207	0	2.757967293	0	6.242657891	0.949881125	-2.716341525
H2scaf12-aug1071	4.375191444	-1.179534446	0.414204223	0.004403472	0.08388567	0.02964474	8.064130202	11.913748	6.008760728	3.355905002	1.041557207	1.792109601	0.919322431	1.905998378	7.335635983	1.414746904	-2.37437807
H2scaf2338-aug25641	45.78923781	-0.570784975	0.308937972	0.064664364	0.103843744	0.038902463	137.0902134	122.115917	106.1547729	0	0	0	0	0.952999189	91.34022583	0.238249797	-8.58263156
H2scaf470-aug24259	3.321638462	-1.064251311	0.412415137	0.009864762	0.106953106	0.040363481	9.072146478	2.978437	3.004380364	7.830445004	0	0.8960548	1.838644862	0.952999189	5.721352212	0.921924713	-2.633635315
H2scaf38-aug12954	3.734241787	-1.035995596	0.413492458	0.012228656	0.12789342	0.050686334	8.064130202	10.92093567	5.007300607	1.118635001	1.041557207	0.8960548	0.919322431	1.905998378	6.277750369	1.190733204	-2.398397464
H2scaf73-aug16850	3.629416537	-1.038070965	0.414135938	0.012190038	0.128773484	0.051112381	5.040081377	2.978437	4.005840485	12.30498501	1.041557207	1.792109601	0.919322431	0.952999189	6.082335967	1.176497107	-2.370127735
H2scaf252-aug23636	25.10968839	-0.607006176	0.324964189	0.061773622	0.128989372	0.051245697	2.016032551	104.245295	88.12849068	0	1.041557207	2.688164401	2.757967293	0	48.59745456	1.621922225	-4.905104204
H2scaf3-aug4188	2.996808646	-1.056012231	0.397795214	0.007938768	0.133178684	0.053444808	9.072146478	2.978437	9.013141092	1.118635001	0	1.792109601	0	0	5.545589893	0.4480274	-3.629682059
H2scaf30-aug10842	2.426673717	-0.90101233	0.375767668	0.016494274	0.16094131	0.068366817	0	3.971249334	10.01460121	4.474540003	0	0	0	0.952999189	4.615097637	0.238249797	-4.275814279
H2scaf26-aug18213	3.071160822	-0.983094819	0.411808891	0.01697449	0.162670512	0.069454235	6.048097652	1.985624667	7.010220849	5.593175003	2.083114413	0.8960548	0	0.952999189	5.159279543	0.983042101	-2.391844508
H2scaf44-aug26938	2.62482264	-0.949007309	0.405561634	0.01928462	0.180059855	0.078906555	5.040081377	3.971249334	8.011680971	1.118635001	1.041557207	0.8960548	0.919322431	0	4.53541167	0.714233609	-2.666765578
H2scaf89-aug18760	2.592591685	-0.906226664	0.403447729	0.024690823	0.219404123	0.102340547	5.040081377	1.985624667	3.004380364	7.830445004	1.041557207	0	1.838644862	0	4.465132853	0.720050517	-2.63253307
H2scaf6-aug3493	2.707075334	-0.978038895	0.406760724	0.016196487	0.23048792	0.109036838	3.024048826	4.964061667	3.004380364	7.830445004	1.041557207	1.792109601	0	0	4.705733965	0.708416702	-2.73174963
H2scaf16-aug1643	2.379486724	-0.87700184	0.404034336	0.029960503	0.252100732	0.122588882	6.048097652	3.971249334	5.007300607	1.118635001	1.041557207	0.8960548	0	0.952999189	4.036320648	0.722652799	-2.481666217
H2scaf271-aug23702	11.44064983	-0.584762599	0.356346397	0.100798487	0.261627553	0.128635456	54.43287887	4.964061667	0	20.13543001	0	3.584219201	4.596612155	3.811996755	19.88309264	2.998207028	-2.729370262
H2scaf83-aug18599	3.041477864	-0.824252076	0.390022128	0.034571083	0.283485266	0.143293056	0	9.928123334	8.011680971	3.355905002	2.083114413	0	0	0.952999189	5.323927327	0.759028401	-2.810265105
H2scaf52-aug13123	2.303723798	-0.850303726	0.403954823	0.035295872	0.290636474	0.147994287	4.032065101	3.971249334	3.004380364	4.474540003	1.041557207	0	0	1.905998378	3.8705587	0.736888896	-2.393022809
H2scaf3-aug3932	2.31460955	-0.82980532	0.400838583	0.038436121	0.306441331	0.159313184	4.032065101	2.978437	2.002920243	6.711810004	0	0	1.838644862	0.952999189	3.931308087	0.697911013	-2.493894427
H2scaf954-aug24805	2.170305695	-0.752938469	0.395289689	0.056809143	0.404681345	0.232445013	3.024048826	0.992812333	5.007300607	5.593175003	0	1.792109601	0	0.952999189	3.654334192	0.686277197	-2.412745251
H2scaf111-aug24176	2.150181234	-0.744170356	0.395430278	0.059846121	0.427756186	0.250932576	2.016032551	1.985624667	7.010220849	3.355905002	1.041557207	1.792109601	0	0	3.591945767	0.708416702	-2.342095437
H2scaf7-aug2047	1.967909601	-0.721177821	0.356146049	0.042872533	1	1	1.008016275	0	6.008760728	7.830445004	0	0.8960548	0	0	3.711805502	0.2240137	-4.050462244
H2scaf49-aug12482	2.031893964	-0.898391112	0.379487958	0.017914668	1	1	1.008016275	8.935311	2.002920243	3.355905002	0	0	0	0.952999189	3.82553813	0.238249797	-4.005115812
H2scaf6-aug3494	1.872200173	-0.873038431	0.377791903	0.020838508	1	1	2.016032551	7.942498667	3.004380364	1.118635001	0	0.8960548	0	0	3.520386646	0.2240137	-3.974075018
H2scaf76-aug17354	1.829646252	-0.902841268	0.382587437	0.018283317	1	1	2.016032551	1.985624667	3.004380364	6.711810004	0	0	0.919322431	0	3.429461896	0.229830608	-3.899339379
H2scaf13-aug16605	1.69089785	-0.825479307	0.375406951	0.027885609	1	1	2.016032551	0.992812333	4.005840485	5.593175003	0	0	0.919322431	0	3.151965093	0.229830608	-3.77760871
H2scaf100-aug19320	1.813208478	-0.882750816	0.381778925	0.020766435	1	1	3.024048826	4.964061667	1.001460121	4.474540003	1.041557207	0	0	0	3.366027654	0.260389302	-3.692304949
H2scaf56-aug13632	1.654444942	-0.807534065	0.373893785	0.030788514	1	1	6.048097652	0.992812333	3.004380364	2.237270001	0	0	0	0.952999189	3.070640088	0.238249797	-3.687992531
H2scaf3083-aug26245	1.794319811	-0.467978362	0.311763542	0.133337904	1	1	1.008016275	0	0	12.30498501	1.041557207	0	0	0	3.328250321	0.260389302	-3.676021864
H2scaf32-aug14692	1.53262063	-0.671042145	0.355139881	0.05882285	1	1	0	2.978437	5.007300607	3.355905002	0	0	0.919322431	0	2.835410652	0.229830608	-3.624914848
H2scaf7446-aug27586	1.495760096	-0.437125825	0.305873762	0.15297396	1	1	0	9.928123334	0	1.118635001	0	0	0.919322431	0	2.761689584	0.229830608	-3.586908321
H2scaf43-aug10949	1.394241852	-0.747378007	0.370011046	0.04339581	1	1	4.032065101	1.985624667	2.002920243	2.237270001	0	0.8960548	0	0	2.564470003	0.2240137	-3.517001825
H2scaf97-aug19240	1.394241852	-0.747378007	0.370011046	0.04339581	1	1	4.032065101	1.985624667	2.002920243	2.237270001	0	0.8960548	0	0	2.564470003	0.2240137	-3.517001825
H2scaf12-aug1203	1.377694499	-0.734520224	0.36830202	0.046114682	1	1	3.024048826	2.978437	3.004380364	1.118635001	0	0.8960548	0	0	2.531375298	0.2240137	-3.498262544
H2scaf3867-aug26479	1.561204409	-0.732680838	0.366556751	0.04562787	1	1	1.008016275	4.964061667	1.001460121	4.474540003	1.041557207	0	0	0	2.862019517	0.260389302	-3.45829143
H2scaf12-aug1204	1.427076512	-0.720453996	0.367627561	0.050026328	1	1	4.032065101	1.985624667	1.001460121	3.355905002	1.041557207	0	0	0	2.593763723	0.260389302	-3.316304984
H2scaf25-aug5092	1.3958823	-0.727438828	0.369130828	0.048760462	1	1	3.024048826	2.978437	3.004380364	1.118635001	1.041557207	0	0	0	2.531375298	0.260389302	-3.281179335
H2scaf6-aug3137	1.160612616	-0.52690579	0.336762664	0.117671903	1	1	3.024048826	1.985624667	0	3.355905002	0	0	0.919322431	0	2.091394624	0.229830608	-3.185822461
H2scaf74-aug17073	1.160612616	-0.52690579	0.336762664	0.117671903	1	1	3.024048826	1.985624667	0	3.355905002	0	0	0.919322431	0	2.091394624	0.229830608	-3.185822461
H2scaf124-aug21106	1.314901818	-0.659903767	0.360938043	0.067504231	1	1	2.016032551	1.985624667	1.001460121	4.474540003	1.041557207	0	0	0	2.369414335	0.260389302	-3.185788422
H2scaf6-aug3453	1.13158035	-0.579551819	0.348787002	0.096588783	1	1	2.016032551	0.992812333	4.005840485	1.118635001	0	0	0.919322431	0	2.033330092	0.229830608	-3.145201595
H2scaf28-aug13367	1.270961239	-0.653212997	0.36053297	0.070017378	1	1	2.016032551	1.985624667	4.005840485	1.118635001	1.041557207	0	0	0	2.281533176	0.260389302	-3.131261552
