V2_Gene	baseMean	DESeq_log2FC	lfcSE	pvalue	adj_pvalue	IHW_pvalue	LBS6R1.1	LBS6R1.2	LBS6R1.3	LBS6R1.4	LBS4.4	LBS4.5	LBS4.6	LBS4.7	LBS6R1_Mean	LBS4_Mean	log2FC
H2scaf31-aug8910	892.9693574	-2.79443849	0.104322745	4.64e-158	3.2e-155	4.14e-158	1549.321015	1684.80253	1397.036869	1636.563006	230.1841427	200.7162753	205.9282245	239.2027964	1566.930855	219.0078597	-2.838886967
H2scaf7-aug2056	1839.790315	-3.765012252	0.144726707	3.38e-149	2.08e-146	3.16e-149	4309.269577	2674.636426	3116.543898	3687.020962	206.2283269	241.9347961	247.2977339	235.3907996	3446.867716	232.7129141	-3.888662753
H2scaf124-aug21104	1655.703747	-2.464717923	0.095743483	3.87e-146	2.26e-143	3.66e-146	2988.768256	2761.011099	2776.047456	2729.469402	421.8306687	484.765647	541.4809119	542.2565384	2813.824053	497.5834415	-2.499521739
H2scaf47-aug13870	351.1682202	-4.560617861	0.180589498	1.02e-140	5.63e-138	9.62e-141	681.4190021	714.82488	658.9607598	657.7573804	21.87270134	35.84219201	11.03186917	27.63697648	678.2405056	24.09593475	-4.814935273
H2scaf27-aug6573	315.9473952	-4.287453278	0.172075962	4.99e-137	2.61e-134	4.69e-137	573.5612606	698.9398827	628.9169562	519.0466403	26.03893017	29.56980841	24.82170564	26.68397729	605.116185	26.77860537	-4.49805944
H2scaf60-aug26132	305.6228145	-4.098483435	0.16548526	2.06e-135	1.06e-132	1.96e-135	536.2646585	589.730526	530.7738643	668.9437304	24.99737296	28.67375361	30.33764022	35.26096999	581.4281948	29.81743419	-4.285373009
H2scaf110-aug21086	1010.565954	-3.613125047	0.146830481	1.05e-133	4.73e-131	9.38e-134	1994.864209	2067.035278	1745.544991	1713.748821	98.94793463	179.2109601	149.8495563	135.3258848	1880.298325	140.8335839	-3.738898263
H2scaf110-aug21084	1470.895508	-3.387207028	0.140061493	3.3e-129	1.45e-126	2.94e-129	2913.167036	2908.940137	2546.713089	2437.505666	222.8932422	320.7876185	215.1214489	202.035828	2701.581482	240.2095344	-3.491438875
H2scaf132-aug21542	2743.517047	-3.414856161	0.142330415	3.33e-127	1.5e-124	3.12e-127	5919.071569	3928.558403	4615.729699	5727.411203	458.2851709	493.726195	440.3554444	364.9986893	5047.692719	439.3413749	-3.522209811
H2scaf67-aug16945	1603.35184	-2.74394891	0.116212979	2.94e-123	1.86e-120	4.02e-123	2784.140952	2379.771163	2896.222671	3156.787972	367.6696939	360.2140297	455.0646033	426.9436366	2804.23069	402.4729909	-2.800641162
H2scaf74-aug17163	2084.521394	-2.785498503	0.118459689	2.91e-122	1.08e-119	2.44e-122	3788.125163	4213.495543	3527.142547	3109.805302	497.8643448	564.5145242	433.9201874	541.3035392	3659.642139	509.4006489	-2.844829878
H2scaf83-aug18578	400.3588772	-3.233185061	0.139172151	2.19e-119	1.01e-116	2.38e-119	709.6434578	681.0692607	672.9812015	849.0439655	81.24146212	59.13961682	74.46511691	75.28693591	728.1844714	72.53328294	-3.327588922
H2scaf126-aug21349	618.0729428	-3.112176684	0.134446119	1.52e-118	6.75e-116	1.65e-118	999.9521451	1031.532014	1152.6806	1275.243901	126.028422	141.5766584	122.2698833	95.29991888	1114.852165	121.2937207	-3.200275645
H2scaf48-aug11578	243.9200306	-4.110276065	0.178960153	9.84e-117	3.75e-114	9.35e-117	447.5592262	424.9236787	445.649754	540.3007053	29.16360179	19.71320561	20.22509348	23.82497972	464.6083411	23.23172015	-4.32184717
H2scaf32-aug14637	806.1313431	-3.295627962	0.143717157	2.26e-116	8.3e-114	2.11e-116	1401.142623	1665.939095	1583.308452	1240.566216	166.6491531	155.0174805	127.7858179	108.6419075	1472.739096	139.5235897	-3.399920903
H2scaf44-aug26936	305.3340477	-3.925814275	0.175316238	4.63e-111	1.65e-108	4.41e-111	612.8738954	611.5723974	487.7110791	597.3510903	46.8700743	35.84219201	27.57967293	22.87198053	577.3771155	33.29097994	-4.116310684
H2scaf16-aug1357	213.9737652	-4.51224469	0.206336915	5.2e-106	1.78e-103	5.08e-106	378.0061032	382.2327484	409.5971896	484.3689553	17.70647251	12.5447672	8.273901879	19.05998378	413.5512491	14.39628134	-4.844298019
H2scaf26-aug18210	1353.156775	-4.013026222	0.187443883	1.1e-101	3.25e-99	9.59e-102	3653.050982	1889.32187	2079.031212	2661.232667	137.4855513	158.6016997	112.1573366	134.3728856	2570.659183	135.6543683	-4.24413094
H2scaf47-aug13869	303.5313563	-5.402533488	0.254963121	1.19e-99	3.73e-97	1.13e-99	529.2085445	564.9102177	448.6541344	851.2812355	10.41557207	9.856602803	10.11254674	3.811996755	598.513533	8.549179592	-6.129454077
H2scaf27-aug6430	330.4514329	-2.677485165	0.126910815	8.41e-99	2.52e-96	7.91e-99	581.6253908	539.097097	603.8804532	574.9783903	102.0726063	90.50153483	79.9810515	71.47493916	574.8953328	86.00753293	-2.74076439
H2scaf35-aug19710	340.9561915	-3.688153815	0.175977647	1.58e-97	4.74e-95	1.51e-97	610.8578628	548.032408	586.8556311	807.6544705	52.07786033	46.59484962	44.12747669	31.44897323	638.3500931	43.56228997	-3.873196164
H2scaf76-aug17324	580.7132862	-2.795422037	0.138637098	2.04e-90	5.83e-88	1.94e-90	930.3990221	886.5814137	1020.487864	1252.871201	118.7375216	142.4727132	138.8176871	155.3388678	1022.584875	138.8416974	-2.880707779
H2scaf116-aug21495	254.6433503	-2.79083176	0.142658926	3.2e-85	8.26e-83	3.01e-85	397.1584125	444.7799254	488.7125392	463.1148903	58.32720357	60.93172642	71.70714962	52.41495538	448.4414418	60.84525875	-2.881702855
H2scaf138-aug21777	151.0019663	-3.923794688	0.203909417	1.62e-82	4.03e-80	1.53e-82	306.4369477	287.9155767	280.408834	270.7096702	23.95581575	12.5447672	17.46712619	8.576992699	286.3677571	15.63617546	-4.194909481
H2scaf73-aug16918	127.1998584	-4.59767986	0.246263204	8.72e-78	2.33e-75	9.8e-78	243.9399386	238.27496	230.3358279	277.4214802	5.207786033	4.480274002	4.596612155	13.34198864	247.4930517	6.906665208	-5.16325492
H2scaf1-aug9980	615.211549	-3.005432325	0.161823427	5.39e-77	1.18e-74	5.07e-77	1175.346977	1300.584157	1019.486404	921.7552405	134.3608797	163.0819737	96.52885525	110.5479059	1104.293194	126.1299036	-3.130141001
H2scaf509-aug24320	264.3568949	-2.760758896	0.150229197	2.01e-75	4.39e-73	1.9e-75	435.4630309	414.002743	444.6482939	564.9106753	59.36876078	67.20411002	61.59460288	67.6629424	464.7561858	63.95760402	-2.861286268
H2scaf43-aug10971	464.7811264	-2.460714375	0.134881572	2.33e-74	5.66e-72	2.53e-74	894.1104362	690.997384	683.9972629	900.5011755	132.2777652	136.2003296	130.5437852	149.6208726	792.4015646	137.1606882	-2.530364681
H2scaf2073-aug25537	333.819416	-2.738361605	0.15256054	4.86e-72	9.43e-70	4.57e-72	693.5151974	609.5867727	516.7534226	523.5211803	73.95056167	99.46208283	68.94918232	84.8169278	585.8441432	81.79468866	-2.840437834
H2scaf68-aug15346	117.2037772	-5.716136675	0.335798844	5.59e-65	9.74e-63	5.31e-65	261.0762153	298.8365123	220.3212267	155.4902651	0	0	0	1.905998378	233.9310549	0.476499594	-8.939392694
H2scaf1-aug9916	7035.517522	-5.494587803	0.323844137	1.45e-64	2.54e-62	1.4e-64	18997.07472	12489.57915	5449.94598	18869.13519	137.4855513	115.5910692	118.5925936	106.7359091	13951.43376	119.6012808	-6.866036743
H2scaf56-aug13630	1004.630635	-2.998811713	0.17777253	7.63e-64	1.23e-61	6.81e-64	2134.978471	2240.777436	1700.479286	1147.719511	201.0205409	196.2360013	225.2339956	190.5998378	1805.988676	203.2725939	-3.151301224
H2scaf25-aug4952	176.6044067	-2.869551858	0.17082567	2.52e-63	4.26e-61	2.38e-63	347.765615	357.41244	280.408834	270.7096702	37.49605944	35.84219201	44.12747669	39.07296674	314.0741398	39.13467372	-3.004585838
H2scaf9-aug22924	171.7135984	-2.8429908	0.170513636	2.06e-62	2.45e-60	1.39e-62	350.7896638	265.080893	306.4467971	296.4382752	36.45450223	30.46586321	42.28883183	45.74396106	304.6889073	38.73828958	-2.975504816
H2scaf10-aug12047	84.8725108	-4.260443235	0.265531021	6.2e-58	6.38e-56	3.83e-58	165.3146691	181.684657	152.2219384	157.7275351	7.290900447	2.688164401	9.19322431	2.858997566	164.2371999	5.507821681	-4.898155274
H2scaf6-aug3119	92.31074244	-4.507613736	0.28837696	4.48e-55	6.81e-53	4.21e-55	148.1783925	142.964976	212.3095457	218.1338251	3.12467162	4.480274002	6.435257017	2.858997566	180.3966848	4.224800051	-5.416145952
H2scaf22-aug6053	309.1420432	-2.870982943	0.185497211	4.94e-54	7.45e-52	4.71e-54	661.2586766	484.4924187	407.5942694	649.9269354	86.44924815	63.61989082	59.75595801	60.03894889	550.818075	67.46601147	-3.029343123
H2scaf113-aug21225	6888.195355	-2.335327615	0.151092757	6.85e-54	1.04e-51	6.6e-54	12791.72653	8292.961421	10869.84816	14467.30646	2437.243864	2256.265987	1925.06117	2065.149242	11605.46064	2170.930066	-2.41841863
H2scaf1-aug9415	154.9160343	-2.520465095	0.163729365	1.79e-53	1.88e-51	1.21e-53	282.2445571	242.2462093	246.3591898	296.4382752	36.45450223	41.21852081	51.48205614	42.8849635	266.8220579	43.01001067	-2.633133543
H2scaf11-aug7017	6539.446503	-4.188342161	0.2729103	3.71e-53	6.02e-51	3.97e-53	16078.86761	12555.10477	6143.957844	15710.10995	460.3682853	462.364277	509.3046268	395.4946634	12622.01004	456.8829631	-4.78797322
H2scaf1371-aug25147	66.63377438	-4.80113063	0.314949181	1.8e-52	1.74e-50	1.15e-52	129.0260832	146.9362253	126.1839753	124.1684851	3.12467162	1.792109601	1.838644862	0	131.5786922	1.688856521	-6.283735302
H2scaf67-aug16994	93.37879045	-3.52944487	0.23191644	2.66e-52	3.74e-50	2.5e-52	169.3467343	142.964976	179.2613617	208.0661101	10.41557207	11.6487124	11.03186917	14.29498783	174.9097955	11.84778537	-3.883921772
H2scaf45-aug14515	3407.49146	-4.589089927	0.304604719	2.72e-51	3.69e-49	2.54e-51	8762.685481	6158.414904	3042.435849	8707.454845	174.9816107	141.5766584	160.8814254	111.5009051	6667.74777	147.2351499	-5.501005494
H2scaf12-aug1072	1172.56439	-2.803217808	0.187819573	2.26e-50	2.8e-48	1.98e-50	2099.697901	2755.054225	2116.085236	1343.480636	333.2983061	216.8452617	273.038762	243.0147931	2078.5795	266.5492807	-2.963123734
H2scaf38-aug12936	193.7960892	-3.240179557	0.218581929	1.03e-49	1.38e-47	9.78e-50	311.4770291	273.0233917	380.5548461	459.7589853	44.78695989	34.94613721	23.90238321	21.91898134	356.203563	31.38861541	-3.504388651
H2scaf43-aug10972	141.4009666	-2.682366159	0.180884356	9.49e-50	1.47e-47	1.06e-49	257.0441502	197.5696543	260.3796315	276.3028452	39.57917385	34.05008241	37.69221967	28.58997566	247.8240703	34.9778629	-2.824802268
H2scaf2400-aug25668	70.74447326	-3.997926569	0.270988343	2.94e-49	2.5e-47	1.81e-49	146.1623599	142.964976	118.1722943	136.4734701	9.37401486	6.272383602	3.677289724	2.858997566	135.9432751	5.545671438	-4.615498831
H2scaf31-aug8770	76.42487733	-3.581164821	0.243766372	7.37e-49	6.43e-47	4.72e-49	136.0821972	139.986539	161.2350795	137.5921051	13.54024369	9.856602803	6.435257017	6.670994322	143.7239802	9.125774457	-3.977209986
H2scaf6-aug3464	88.84715579	-3.667333889	0.250901267	2.2e-48	2.11e-46	1.57e-48	151.2024413	205.512153	180.2628218	135.3548351	7.290900447	14.33687681	9.19322431	7.62399351	168.0830628	9.611248768	-4.128306657
H2scaf120-aug20874	159.6759899	-3.360935824	0.229861947	2.05e-48	2.67e-46	2e-48	229.8277108	299.8293247	359.5241836	295.3196402	30.20515899	27.77769881	9.19322431	25.7309781	296.1252148	23.22676505	-3.6723472
H2scaf5-aug4749	115.0276169	-3.091071444	0.212073041	4.02e-48	5e-46	3.78e-48	181.4429296	209.4834023	236.3445886	209.1847451	30.20515899	20.60926041	11.03186917	21.91898134	209.1139164	20.94131748	-3.319864961
H2scaf6-aug3036	62.95337961	-4.665330744	0.322499055	1.98e-47	1.6e-45	1.22e-47	130.0340995	96.30279634	124.181055	146.5411851	1.041557207	0.8960548	3.677289724	0.952999189	124.264784	1.64197523	-6.241841328
H2scaf4-aug15928	522.3401659	-2.239235187	0.155302776	3.96e-47	5.41e-45	4.24e-47	1065.473203	881.617352	886.2922074	649.9269354	145.8180089	168.4583025	183.8644862	197.2708321	870.8274244	173.8529074	-2.324519648
H2scaf11-aug7016	4065.526958	-4.045450506	0.28454794	7.18e-46	9.51e-44	7.68e-46	10167.86017	7400.423133	3752.471075	9995.003731	346.8385498	250.8953441	316.2469163	294.4767493	7828.939527	302.1143899	-4.695650093
H2scaf10-aug11726	60.39186026	-3.977659477	0.280724714	1.42e-45	1.29e-43	1.06e-45	114.9138554	108.2165443	130.1898158	111.8635001	4.166228827	5.376328802	4.596612155	3.811996755	116.2959289	4.487791635	-4.69565109
H2scaf16-aug1316	159.2447599	-2.273870374	0.160494972	1.45e-45	1.69e-43	1.41e-45	269.1403455	252.1743327	254.3708708	290.8451002	66.65966123	50.17906882	50.5627337	40.02596593	266.6326623	51.85685742	-2.362246835
H2scaf49-aug12632	225.3004715	-2.550468148	0.185134366	3.54e-43	3.83e-41	3.34e-43	467.7195517	282.951515	374.5460854	436.2676502	53.11941754	74.37254843	51.48205614	61.94494727	390.3712006	60.22974234	-2.696298631
H2scaf59-aug14235	61.99279822	-4.133524779	0.302334216	1.49e-42	1.19e-40	1.06e-42	106.8497252	152.8930993	129.1883557	92.84670505	3.12467162	3.584219201	4.596612155	2.858997566	120.4444713	3.541125136	-5.088016535
H2scaf68-aug15319	76.4947405	-3.053156048	0.226865057	2.76e-41	1.83e-39	1.71e-41	158.2585552	134.029665	120.1752146	144.3039151	14.58180089	10.7526576	17.46712619	12.38898945	139.1918375	13.79764354	-3.334580812
H2scaf64-aug14910	419.3643435	-2.839150739	0.212346095	9.01e-41	1.02e-38	9.79e-41	861.8539154	740.6380007	675.9855819	717.0450354	77.07523329	150.5372065	70.78782719	60.99194808	748.8806333	89.84805375	-3.059176623
H2scaf6-aug3513	161.8574451	-2.965370923	0.22484004	1.02e-39	9.73e-38	9.61e-40	298.3728175	194.5912173	295.4307358	381.4545352	38.53761665	36.73824681	21.14441591	28.58997566	292.4623265	31.25256376	-3.226204347
H2scaf32-aug14750	522.4766667	-2.513904645	0.191260248	1.84e-39	1.98e-37	1.98e-39	1135.026326	1058.337947	579.8454102	836.7389805	173.9400535	137.0963844	140.6563319	118.1718994	902.487166	142.4661673	-2.663287065
H2scaf71-aug15793	2708.29256	-4.336581379	0.33322786	1.02e-38	9.5e-37	9.65e-39	7155.907538	5118.940391	1957.854537	6965.740149	136.4439941	106.6305212	132.3824301	92.44092131	5299.610654	116.9744667	-5.501620817
H2scaf49-aug12509	65.58214499	-3.248200942	0.251590196	3.92e-38	2.7e-36	2.8e-38	137.0902134	129.0656033	120.1752146	99.55851506	10.41557207	13.440822	9.19322431	5.717995133	121.4723866	9.691903378	-3.647704562
H2scaf95-aug19204	99.64475437	-2.678670632	0.208456169	8.6e-38	8.98e-36	9.66e-38	200.5952388	150.9074747	157.229239	193.5238551	16.66491531	31.36191801	21.14441591	25.7309781	175.5639519	23.72555683	-2.887482798
H2scaf68-aug15347	45.73211871	-4.364147502	0.342030072	2.76e-37	1.9e-35	2.06e-37	96.76956243	107.223732	91.13287104	65.99946504	0	0	0.919322431	3.811996755	90.28140763	1.182829797	-6.254114516
H2scaf18-aug3729	64.85337629	-3.230110988	0.253687034	3.89e-37	2.21e-35	2.41e-37	139.106246	125.094354	101.1474723	115.2194051	4.166228827	12.5447672	10.11254674	11.43599027	120.1418693	9.564883259	-3.650847846
H2scaf31-aug8911	58.82943898	-3.195107027	0.254120503	2.96e-36	1.84e-34	2.12e-36	120.961953	107.223732	106.1547729	100.6771501	4.166228827	8.064493203	11.9511916	11.43599027	108.754402	8.904475974	-3.610399275
H2scaf68-aug15316	88.73770295	-3.079778219	0.24732638	1.36e-35	8.34e-34	9.7e-36	195.5551574	172.749346	143.2087973	138.7107401	7.290900447	16.12898641	24.82170564	11.43599027	162.5560102	14.91939569	-3.445675893
H2scaf30-aug10828	50.63871055	-3.549886597	0.287163815	4.2e-35	2.13e-33	2.53e-35	77.6172532	102.2596703	107.156233	97.32124506	3.12467162	5.376328802	3.677289724	8.576992699	96.08860039	5.188820711	-4.210886692
H2scaf32-aug14780	36.40642436	-4.303885965	0.352193327	2.42e-34	1.37e-32	1.7e-34	77.6172532	81.41061134	70.10220849	59.28765503	1.041557207	1.792109601	0	0	72.10443202	0.708416702	-6.669345904
H2scaf6-aug3512	147.5325599	-2.712339607	0.222244639	2.95e-34	2.62e-32	3.31e-34	272.1643943	179.6990323	271.3956929	321.0482452	46.8700743	38.53035641	24.82170564	25.7309781	261.0768412	33.98827861	-2.941365288
H2scaf117-aug20793	54.80321479	-3.275263145	0.275706063	1.51e-32	7.98e-31	1.08e-32	89.7134485	104.245295	124.181055	90.60943505	8.332457653	2.688164401	11.03186917	7.62399351	102.1873084	7.419121184	-3.78382391
H2scaf6-aug3502	36.24552564	-3.890705796	0.331531421	8.38e-32	4.57e-30	6.25e-32	73.5851881	72.47530034	71.10366861	64.88083004	5.207786033	1.792109601	0.919322431	0	70.51124677	1.979804516	-5.154423498
H2scaf71-aug15794	1645.849419	-3.921764611	0.34287672	2.71e-30	1.74e-28	2.56e-30	4464.504083	3006.235745	1107.614894	4211.660777	98.94793463	92.29364443	112.1573366	73.38093754	3197.503875	94.1949633	-5.085152378
H2scaf18-aug3727	49.8631605	-3.124288257	0.274681054	5.62e-30	2.69e-28	4.01e-30	86.68939968	96.30279634	82.11972995	104.0330551	4.166228827	13.440822	6.435257017	5.717995133	92.28624526	7.440075745	-3.632726424
H2scaf45-aug14628	3002.984206	-4.097825011	0.359572574	4.36e-30	2.76e-28	4.12e-30	8077.234414	5225.171311	2288.336377	7946.783045	172.8984963	152.3293161	76.30376177	84.8169278	5884.381287	121.5871255	-5.596828352
H2scaf15-aug459	54.12626142	-2.918741769	0.257821535	1.04e-29	4.39e-28	6.63e-30	98.78559498	79.42498667	107.156233	107.3889601	11.45712927	5.376328802	11.03186917	12.38898945	98.18894367	10.06357918	-3.286417083
H2scaf16-aug1388	81.09750692	-2.236972857	0.202010974	1.69e-28	6.82e-27	1.08e-28	130.0340995	155.8715363	123.1795949	135.3548351	30.20515899	18.81715081	24.82170564	30.49597404	136.1100165	26.08499737	-2.383481047
H2scaf30-aug10772	70.25305532	-2.340554021	0.216220357	2.62e-27	9.88e-26	1.62e-27	128.018067	98.288421	117.1708342	135.3548351	23.95581575	17.02504121	18.38644862	23.82497972	119.7080393	20.79807132	-2.52499839
H2scaf8-aug2674	49.89008228	-2.823207425	0.264300117	1.24e-26	4.36e-25	7.45e-27	102.8176601	70.48967567	84.12265019	102.9144201	7.290900447	8.064493203	11.03186917	12.38898945	90.0861015	9.694063069	-3.21613117
H2scaf48-aug11636	58.2979352	-2.530998417	0.237432537	1.57e-26	5.83e-25	1e-26	101.8096438	86.374673	94.1372514	125.2871201	14.58180089	14.33687681	17.46712619	12.38898945	101.9021721	14.69369834	-2.793915337
H2scaf39-aug10405	61.49165003	-2.88258188	0.270337881	1.52e-26	6.28e-25	1.08e-26	140.1142623	100.2740457	100.1460121	106.2703251	11.45712927	19.71320561	9.19322431	4.764995944	111.7011613	11.28213878	-3.307531691
H2scaf32-aug14779	23.44641762	-3.958741224	0.374209979	3.73e-26	1.72e-24	3e-26	46.36874866	45.66936734	42.0613251	52.57584503	0	0.8960548	0	0	46.66882153	0.2240137	-7.702728261
H2scaf43-aug10976	49.02703606	-3.207497425	0.305564536	8.92e-26	3.51e-24	6.2e-26	113.9058391	53.611866	88.12849068	111.8635001	7.290900447	7.168438403	6.435257017	3.811996755	91.87742396	6.176648155	-3.89481435
H2scaf52-aug13130	40.60531521	-3.058136077	0.2963554	5.77e-25	2.19e-23	4.01e-25	72.57717182	76.44654967	61.0890674	90.60943505	10.41557207	7.168438403	3.677289724	2.858997566	75.18055599	6.03007444	-3.640111868
H2scaf120-aug20880	33.75773432	-3.381562212	0.329012629	8.86e-25	3.38e-23	6.22e-25	76.60923692	48.64780434	55.08030667	77.18581504	4.166228827	2.688164401	0.919322431	4.764995944	64.38079074	3.134677901	-4.360241183
H2scaf72-aug15631	61.7295486	-2.168431923	0.211866014	1.38e-24	5.57e-23	1.03e-24	100.8016275	111.1949813	107.156233	92.84670505	21.87270134	17.92109601	22.98306077	19.05998378	102.9998867	20.45921047	-2.331820373
H2scaf76-aug17352	40.48790913	-2.924632768	0.286952185	2.15e-24	8.27e-23	1.54e-24	65.52105789	73.46811267	75.1095091	82.77899005	4.166228827	12.5447672	4.596612155	5.717995133	74.21941743	6.75640083	-3.457469852
H2scaf63-aug15031	34.49798882	-3.433928874	0.337757153	2.79e-24	1.06e-22	1.99e-24	62.49700907	89.35311	56.08176679	57.05038503	1.041557207	7.168438403	1.838644862	0.952999189	66.24556772	2.750409915	-4.590105376
H2scaf100-aug19301	53.36718793	-2.699074249	0.267502869	6.12e-24	2.26e-22	4.37e-24	129.0260832	86.374673	86.12557043	80.54172005	6.24934324	15.23293161	11.9511916	11.43599027	95.51701168	11.21736418	-3.090023986
H2scaf16-aug1460	60.17506348	-2.358816718	0.234220803	7.43e-24	2.36e-22	4.58e-24	101.8096438	82.40342367	101.1474723	127.5243901	16.66491531	14.33687681	16.54780376	20.96598215	103.2212325	17.12889451	-2.591235813
H2scaf76-aug17385	71.60365997	-2.57228654	0.255614131	8.04e-24	2.55e-22	4.97e-24	164.3066529	133.0368527	121.1766747	86.13489505	12.49868648	12.5447672	19.30577105	23.82497972	126.1637688	17.04355111	-2.887999798
H2scaf29-aug7688	43.78111543	-3.00122779	0.299695398	1.32e-23	4.69e-22	9.25e-24	80.64130202	115.1662307	67.09782813	60.40629003	9.37401486	5.376328802	5.515934586	6.670994322	80.82791271	6.734318142	-3.585249809
H2scaf10-aug11752	46.08092029	-2.399613758	0.242976204	5.29e-23	1.83e-21	3.71e-23	84.67336713	75.45373734	83.12119007	74.94854504	12.49868648	10.7526576	11.9511916	15.24798702	79.54920989	12.61263068	-2.656978384
H2scaf68-aug15318	79.77114692	-2.40209002	0.243620236	6.21e-23	1.89e-21	3.83e-23	187.4910272	107.223732	137.2000366	118.5753101	32.28827341	17.02504121	19.30577105	19.05998378	137.6225265	21.91976736	-2.650412242
H2scaf6-aug3171	66.20257245	-2.272383399	0.230705915	6.88e-23	2.16e-21	4.4e-23	90.72146478	106.2309197	132.192736	120.8125801	13.54024369	25.98558921	22.98306077	17.1539854	112.4894251	19.91571977	-2.497809858
H2scaf6-aug3120	21.36222169	-3.766951483	0.380892563	4.61e-23	2.27e-21	4.63e-23	39.31263474	43.68374267	32.04672388	54.81311503	1.041557207	0	0	0	42.46405408	0.260389302	-7.349428128
H2scaf56-aug13714	393.5272836	-2.257519138	0.233291672	3.78e-22	1.69e-20	3.6e-22	877.9821758	672.1339497	484.7066987	633.1474104	113.5297355	196.2360013	80.90037393	89.58192375	666.9925586	120.0620086	-2.473890957
H2scaf18-aug3645	23.27598872	-3.37455746	0.351024658	7.02e-22	2.67e-20	5.82e-22	44.35271611	41.698118	41.05986497	52.57584503	1.041557207	2.688164401	1.838644862	0.952999189	44.92163603	1.630341415	-4.784164451
H2scaf16-aug1487	56.5176717	-2.319694737	0.242946873	1.32e-21	4.45e-20	9.85e-22	106.8497252	108.2165443	77.11242934	95.08397505	9.37401486	15.23293161	19.30577105	20.96598215	96.81566848	16.21967492	-2.577495645
